user_input,retrieved_contexts,response,faithfulness,answer_relevancy,judge,case_id
자산형성을 위한 매칭펀드 같은 게 있을까요?,"['정책명: 청년발달장애인 자산형성지원(행복씨앗통장)\n정책 설명: 발달장애인의 성인기 전환 시 경제적 자립을 위한 자산형성 지원사업\n지원 내용: ○ 참가자가 3년간 매달 15만원을 저축하면 매달 맞춤 지원금 15만원 적립\r\n- (본인) 15만원 + (지원금) 15만원 = (3년)만기적립금 1,080만원+이자\r\n○ 3년 뒤 만기적립금은 자립 준비금(교육비, 의료비, 주거비, 직업훈련비 등) 사용 가능\n관련 키워드: 보조금\n대상 연령: 16세 ~ 39세\n신청 기간: \n소득 조건: 발달장애인\n주관 기관: 인천광역시 청년정책담당관']","인천광역시에서 운영하는 '청년발달장애인 자산형성지원(행복씨앗통장)' 정책은 발달장애인 청년이 자산형성을 할 수 있도록 지원하는 프로그램입니다. 이 정책은 16세에서 39세까지의 발달장애인에게 3년간 매달 15만원을 저축하면 매달 맞춤 지원금 15만원을 추가로 적립해주는 방식으로 운영됩니다. 3년 후 만기적립금은 자립 준비금으로 사용 가능합니다. 이 정책은 자산형성을 위한 매칭펀드 역할을 하며, 경제적 자립을 위한 자산형성을 지원합니다.",,0.4503450139483369,watsonx_mistral_small_24b,exp_035
신용카드 연체가 걱정되는데 상담받을 수 있는 곳이 있을까요?,"['정책명: 심리상담 바우처 사업(구 전국민 마음투자 지원사업)\n정책 설명: 우울, 불안 등 정서적 어려움이 있는 국민에게 심리상담 서비스를 제공하여, 국민의 마음건강 돌봄 및 정신질환 사전 예방·조기발견\n지원 내용: ○정신건강 위험군에게 심리상담 서비스 바우처를 제공함(나이 및 소득기준 없음)\n- 서비스 1회당 1급 유형 8만원, 2급 유형 7만원이며 건강보험료에 따라 차등지원함\n(본인 부담금 0원~24000원까지)\n*단, 조현병, 약물/알코올 중독, 급박한 자살위기 등은 정신과 진료 필요하므로 제외\n관련 키워드: 바우처,맞춤형상담서비스\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 대전광역시']","대전광역시에서 운영하는 심리상담 바우처 사업을 통해 우울, 불안 등 정서적 어려움이 있는 국민에게 심리상담 서비스를 제공하고 있습니다. 신용카드 연체로 인한 스트레스를 상담받을 수 있는 기회가 될 수 있습니다.",0.6666666666666666,0.5079375719996027,watsonx_mistral_small_24b,exp_036
생계가 어려운데 긴급복지 지원을 받을 수 있을까요?,"['정책명: 청소년쉼터 퇴소청소년 자립지원수당\n정책 설명: 원가정의 보호‧지원을 받을 수 없는 쉼터 퇴소 청소년에게 자립지원수당을 지원하여 퇴소 후 사회 안착 지원\n지원 내용: ○ 사업기간 : ‘26. 1. ~ 12. \n  ○ 지원대상 : 청소년쉼터 퇴소일(또는 청소년자립지원관 사례종료일)로부터 5년 이내인 자로서 다음 모두에 해당하는 경우\n    - 만 18세 이후 퇴소한(사례종료된) 자\n      ※ `21. 1월 이후 쉼터 퇴소자, `24. 1월 이후 자립지원관 사례종료자에 한함\n    - 퇴소일(사례종료일) 기준, 쉼터 입소기간 또는 청소년자립지원관 사례관리기간을 합산하여 과거 3년 동안 2년 이상 보호받은 자(단, 직전 6개월은 연속하여 보호받았을 것)\n      ※ 자립지원관 단일 이용만으로 신청불가(쉼터 보호 기간 필요), 쉼터는 입‧퇴소 기간만 인정\n      ※ 보호종료아동 자립수당 수령 이력이 있는 자는 중복지원 불가\n  ○ 지원수준 : 1인당 월 50만원, 퇴소‧사례종료 후 5년 이내(최장 60개월)\n  ○ 지원절차 : 신청 → 접수 → 지원결정 → 통보‧지급 → 사후관리\n관련 키워드: 보조금\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 울산광역시 기업투자국']","이 정책은 청소년쉼터 퇴소 청소년에게 자립지원수당을 지원하여 퇴소 후 사회 안착을 돕는 정책입니다. 생계가 어려우신 경우, 청소년쉼터에서 퇴소한 후 5년 이내에 만 18세 이후 퇴소한 자로서, 쉼터 입소 기간이 과거 3년 동안 2년 이상인 경우에 자립지원수당을 받을 수 있습니다. 월 50만원의 자립지원수당을 최대 60개월 동안 받을 수 있습니다.",1.0,0.485365968632187,watsonx_mistral_small_24b,exp_037
청년 특례보증을 받고 싶은데 조건이 궁금해요.,"[""정책명: 전세보증금반환보증 보증료 지원\n정책 설명: 전세사기, 역전세 등 임차인이 전세보증금을 돌려받지 못하는 전세 피해를 예방하고, 상대적으로 주거 취약계층인 청년 및 저소득층의 주거 안정을 도모\n지원 내용: ○ 지원대상\n- 신청일 기준 유효한 전세보증금반환보증(HUG, HF, SGI)에 가입한 임차보증금 3억원 이하, 연소득 (청년) 5천만원, (청년외) 6천만원, (신혼부부) 7.5천만원 이하 무주택 임차인\n\n○ 지원금\n- 신청인이 기납부한 전세보증금반환보증 보증료에 대해 최대 40만원 한도 내 지원('25.3.30 이전 가입건은 최대 30만원 지원)\nㆍ단, 청년외의 경우 신청인이 기납부한 보증료의 90%를 최대 40만원 한도 내 지원\n\n○ 신청시기\n- 연중 (지자체별 예산 소진시 조기 마감)\n관련 키워드: 주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원""]","청년 특례보증은 전세보증금반환보증에 가입한 임차보증금 3억원 이하, 연소득 5천만원 이하 무주택 청년을 대상으로 합니다. 이 정책은 전세사기나 역전세 피해를 예방하고, 청년층의 주거 안정을 도모하는 데 도움이 됩니다.",1.0,0.7122694171939665,watsonx_mistral_small_24b,exp_038
가족돌봄청년인데 생계비 지원이 있을까요?,['정책명: 자립준비청년 자립수당지원\n정책 설명: 아동복지시설 퇴소 및 가정위탁 보호종료 아동에 대한 자립수당 지급을 통해 초기 사회정착 및 자립지원 도모\n지원 내용: ㅇ (목적)보호종료아동(자립준비청년) 초기 사회정착 및 자립지원\nㅇ (대상) 보호종료아동\n - 보호대상아동으로 보호종료일 기준 과거 2년 이상 연속하여 보호를 받은 자 중 만 18세 이후 만기 또는 연장 보호종료된 자로 보호종료 5년 이내인 자 또는 만 15세 ㅇ후 보호조치 조기 종료된 자로서 만 18세가 된 때로부터 5년 이내인 자\n\nㅇ (주요내용) 보호종료아동 매월 50만원 지급\nㅇ (전달체계) 시군경상보조(시군에서 대상자에 지급)\n관련 키워드: 보조금\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 경상북도'],가족돌봄청년은 보호종료아동에 해당하지 않기 때문에 이 정책의 대상자가 아닙니다. 따라서 생계비 지원을 받을 수 없습니다.,0.0,0.9517751481634876,watsonx_mistral_small_24b,exp_039
청년 창업 아이템 경진대회 같은 게 있을까요?,"['정책명: 올해의 K-스타트업(舊. 도전! K-스타트업)\n정책 설명: 범부처 협업 창업경진대회를 통해 다양한 분야에서 유망 창업 아이템을 보유한 창업자(팀)를 발굴·시상하여 기술창업 분위기 확산\n지원 내용: 시상(대통령상, 국무총리상, 장관‧청장상) 및 상금, 정부지원사업 후속 연계\n관련 키워드: 벤처,중소기업\n대상 연령: 세 ~ 세\n신청 기간: 20260327 ~ 20260831\n소득 조건: 제한없음\n주관 기관: 중소벤처기업부 창업벤처혁신실 창업정책관']","올해의 K-스타트업 정책은 청년 창업자들이 다양한 분야에서 유망한 아이템을 가지고 있다면, 이를 발굴하고 시상하는 경진대회를 통해 지원합니다. 이 정책을 통해 청년 창업자들은 대통령상, 국무총리상, 장관‧청장상 등 다양한 상과 상금을 받을 수 있으며, 정부지원사업과 후속 연계도 가능합니다. 따라서 청년 창업자들이 자신의 아이템을 소개하고, 다양한 지원과 인정을 받을 수 있는 좋은 기회가 될 수 있습니다.",0.8571428571428571,0.5648954063226184,watsonx_mistral_small_24b,exp_040
1인 창업을 준비 중인데 사무공간 지원이 있을까요?,"[""정책명: 스타트업 원스톱 지원센터\n정책 설명: 기술창업 기반의 창업가가 직면하는 법률, 세무, 경영 등 복합적인 애로해결 가이드, 전문가 매칭, 상담비용 지원 등 '원스톱'으로 상담 서비스를 지원합니다.\n지원 내용: 상담분야별 정보 제공과 전문가 매칭 및 상담 지원\n관련 키워드: 중소기업,벤처\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 중소벤처기업부 창업벤처혁신실 창업정책관""]","스타트업 원스톱 지원센터는 법률, 세무, 경영 등 복합적인 애로해결 가이드와 전문가 매칭, 상담비용 지원 등을 제공하지만, 사무공간 지원에 대한 정보는 제공되지 않습니다.",0.75,0.7778744727667705,watsonx_mistral_small_24b,exp_041
농업 창업을 준비 중인데 지원받을 수 있는 정책이 있을까요?,['정책명: (광양시)귀농귀촌 보금자리 조성 지원\n정책 설명: 귀농귀촌 희망자에게 농어촌민박 보금자리와 체험비를 지원해 농촌 정착을 돕는 사업입니다.\n지원 내용: -농어촌민박 월세 지원(8개월)\n-체험비 등 참가자 지원\n-보금자리 2개소 운영\n관련 키워드: 주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 전라남도 광양시 미래산업국'],광양시에서 운영하는 귀농귀촌 보금자리 조성 지원 정책을 통해 농어촌민박 월세와 체험비를 지원받을 수 있습니다. 이 정책은 농업 창업을 준비하는 분들에게 주거와 체험비를 지원해 농촌 정착을 돕기 위해 마련되었습니다.,0.6666666666666666,0.5390465645855916,watsonx_mistral_small_24b,exp_042
온라인 쇼핑몰 창업을 준비하는데 도움받을 방법이 있을까요?,"['정책명: 지식재산 기반 창업촉진(IP 디딤돌 프로그램)\n정책 설명: 개인 및 예비창업자를 대상으로 창의적 아이디어를 기술적으로 발전시켜 사업아이템을 도출하고, 이에 대한 지식재산 컨설팅 및 권리화 지원\n지원 내용: ㅇ 한국발명진흥회 및 전국 17개소의 지역지식재산센터(RIPC)를 통해,\n지역별 예비창업자의 아이디어에 대한 기초상담, 창업아이템으로의 고도화/권리화 지원\n\nㅇ 우수창업기업 대상 IR 심화컨설팅 실시, 데모데이 개최를 통해 특허 기반 초기창업기업의 사업화 및 투자유치 지원\n관련 키워드: 중소기업,벤처\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 지식재산처 기획조정관 기획재정담당관']","지식재산 기반 창업촉진(IP 디딤돌 프로그램)은 창의적인 아이디어를 기술적으로 발전시켜 사업 아이템을 도출하고, 이를 위한 지식재산 컨설팅 및 권리화 지원을 제공합니다. 한국발명진흥회 및 전국 17개소의 지역지식재산센터(RIPC)를 통해 기초 상담과 창업 아이템으로의 고도화/권리화 지원을 받을 수 있습니다. 또한, 우수 창업 기업 대상 IR 심화 컨설팅과 데모데이 개최를 통해 사업화 및 투자 유치를 지원합니다. 온라인 쇼핑몰 창업을 준비하는 예비 창업자에게는 아이디어를 구체화하고, 이를 기반으로 사업을 성공적으로 시작할 수 있는 데 도움이 될 것입니다.",,0.5175329127128455,watsonx_mistral_small_24b,exp_043
특허를 활용한 창업을 준비 중인데 지원받을 수 있나요?,"['정책명: 지식재산 기반 창업촉진(IP 디딤돌 프로그램)\n정책 설명: 개인 및 예비창업자를 대상으로 창의적 아이디어를 기술적으로 발전시켜 사업아이템을 도출하고, 이에 대한 지식재산 컨설팅 및 권리화 지원\n지원 내용: ㅇ 한국발명진흥회 및 전국 17개소의 지역지식재산센터(RIPC)를 통해,\n지역별 예비창업자의 아이디어에 대한 기초상담, 창업아이템으로의 고도화/권리화 지원\n\nㅇ 우수창업기업 대상 IR 심화컨설팅 실시, 데모데이 개최를 통해 특허 기반 초기창업기업의 사업화 및 투자유치 지원\n관련 키워드: 중소기업,벤처\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 지식재산처 기획조정관 기획재정담당관']","네, 지원받을 수 있습니다. 지식재산 기반 창업촉진(IP 디딤돌 프로그램)은 개인 및 예비창업자를 대상으로 창의적 아이디어를 기술적으로 발전시켜 사업아이템을 도출하고, 이에 대한 지식재산 컨설팅 및 권리화 지원을 제공합니다. 한국발명진흥회 및 전국 17개소의 지역지식재산센터(RIPC)를 통해 기초상담, 창업아이템으로의 고도화/권리화 지원을 받을 수 있습니다. 또한, 우수창업기업 대상 IR 심화컨설팅과 데모데이 개최를 통해 특허 기반 초기창업기업의 사업화 및 투자유치 지원을 받을 수 있습니다.",1.0,0.7517634181619742,watsonx_mistral_small_24b,exp_044
소상공인 창업자금 대출을 받고 싶은데 조건이 궁금해요.,"['정책명: 청년창업 특례보증 및 이차보전\n정책 설명: 지역경기 침체, 인건비 상승 등 어려운 여건 속에서 청년창업 활성화를 도모하기 위한 정책자금 지원\n지원 내용: 창업 5년이내 청년창업자를 대상으로 특례보증 융자 및 이차보전 시행\n관련 키워드: 금리혜택,대출\n대상 연령: 19세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 인천광역시 청년정책담당관']",이 정책은 19세에서 39세 사이의 청년창업자를 대상으로 창업 5년 이내에 특례보증 융자와 이차보전을 지원하는 정책입니다. 금리 혜택을 받을 수 있는 대출을 받을 수 있어 소상공인 창업자금 대출을 받는 데 도움이 될 수 있습니다. 인천광역시 청년정책담당관에 문의하여 자세한 내용을 확인하시기 바랍니다.,1.0,0.47619964086696437,watsonx_mistral_small_24b,exp_045
예비창업패키지에 지원하고 싶은데 자격이 궁금해요.,"['정책명: 올해의 K-스타트업(舊. 도전! K-스타트업)\n정책 설명: 범부처 협업 창업경진대회를 통해 다양한 분야에서 유망 창업 아이템을 보유한 창업자(팀)를 발굴·시상하여 기술창업 분위기 확산\n지원 내용: 시상(대통령상, 국무총리상, 장관‧청장상) 및 상금, 정부지원사업 후속 연계\n관련 키워드: 벤처,중소기업\n대상 연령: 세 ~ 세\n신청 기간: 20260327 ~ 20260831\n소득 조건: 제한없음\n주관 기관: 중소벤처기업부 창업벤처혁신실 창업정책관']","예비창업패키지에 지원하려면, 올해의 K-스타트업 정책에 따라 다양한 분야에서 유망한 창업 아이템을 보유한 창업자나 팀이어야 합니다. 이 정책은 세 ~ 세 연령대의 창업자를 대상으로 하며, 소득 조건은 제한이 없습니다. 신청 기간은 2026년 3월 27일부터 2026년 8월 31일까지입니다. 이 정책을 통해 시상과 상금, 그리고 정부지원사업 후속 연계를 받을 수 있습니다.",0.8,0.6733337034234773,watsonx_mistral_small_24b,exp_046
폐업 후 재창업을 준비 중인데 지원받을 수 있는 정책이 있을까요?,"['정책명: 지식재산 기반 창업촉진(IP 디딤돌 프로그램)\n정책 설명: 개인 및 예비창업자를 대상으로 창의적 아이디어를 기술적으로 발전시켜 사업아이템을 도출하고, 이에 대한 지식재산 컨설팅 및 권리화 지원\n지원 내용: ㅇ 한국발명진흥회 및 전국 17개소의 지역지식재산센터(RIPC)를 통해,\n지역별 예비창업자의 아이디어에 대한 기초상담, 창업아이템으로의 고도화/권리화 지원\n\nㅇ 우수창업기업 대상 IR 심화컨설팅 실시, 데모데이 개최를 통해 특허 기반 초기창업기업의 사업화 및 투자유치 지원\n관련 키워드: 중소기업,벤처\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 지식재산처 기획조정관 기획재정담당관']","지식재산 기반 창업촉진(IP 디딤돌 프로그램)은 창의적 아이디어를 기술적으로 발전시켜 사업 아이템을 도출하고, 이에 대한 지식재산 컨설팅 및 권리화 지원을 제공합니다. 한국발명진흥회 및 전국 17개소의 지역지식재산센터(RIPC)를 통해 기초상담, 창업 아이템으로의 고도화/권리화 지원을 받을 수 있습니다. 또한, 우수 창업 기업 대상 IR 심화 컨설팅과 데모데이 개최를 통해 특허 기반 초기 창업 기업의 사업화 및 투자 유치를 지원합니다. 폐업 후 재창업을 준비 중인 분에게는 아이디어를 사업 아이템으로 발전시키는 데 큰 도움이 될 수 있습니다.",,0.41991118348892326,watsonx_mistral_small_24b,exp_047
해외 진출을 준비하는 스타트업인데 지원 프로그램이 있을까요?,"['정책명: 올해의 K-스타트업(舊. 도전! K-스타트업)\n정책 설명: 범부처 협업 창업경진대회를 통해 다양한 분야에서 유망 창업 아이템을 보유한 창업자(팀)를 발굴·시상하여 기술창업 분위기 확산\n지원 내용: 시상(대통령상, 국무총리상, 장관‧청장상) 및 상금, 정부지원사업 후속 연계\n관련 키워드: 벤처,중소기업\n대상 연령: 세 ~ 세\n신청 기간: 20260327 ~ 20260831\n소득 조건: 제한없음\n주관 기관: 중소벤처기업부 창업벤처혁신실 창업정책관']","올해의 K-스타트업 정책은 다양한 분야에서 유망한 창업 아이템을 보유한 창업자(팀)를 발굴하고 시상하는 프로그램입니다. 이 정책을 통해 스타트업은 대통령상, 국무총리상, 장관‧청장상 및 상금을 받을 수 있으며, 정부지원사업 후속 연계 혜택을 받을 수 있습니다. 해외 진출을 준비하는 스타트업에게는 기술창업 분위기 확산과 정부 지원사업 연계가 큰 도움이 될 수 있습니다.",0.8333333333333334,0.5382111307633087,watsonx_mistral_small_24b,exp_048
공연 관람비를 지원받을 수 있는 청년 문화패스가 있을까요?,"['정책명: K-패스(K패스)\n정책 설명: ○ 국민 교통비 절감 및 대중교통 이용 활성화를 위해 정기적 대중교통 이용시 교통비 지출액의 일정비율 환급\n○ 월15회 이상 K-패스 교통카드 사용 시 청년(19~34세) 대중교통비 30% 환급\n지원 내용: ○ 월 15회 이상 대중교통 이용 시 지출액의 일정비율 환급(1일 최대 2회, 월 최대 60회까지)\n- 일반층 : 20%\n- 청년층 : 30% , ㆍ 청년기본법에 따른 만19~34세\n- 저소득층 : 53%, ㆍ 기초생활보장법에 따른 기초생활수급자 및 차상위계층\n- 2자녀가구 : 30%\n- 3자녀 이상 가구 : 50%\n관련 키워드: 보조금\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원']","제공된 정책 정보에 따르면, 청년 문화패스에 대한 정보는 없습니다. 따라서 공연 관람비를 지원받을 수 있는 청년 문화패스에 대한 정보는 제공할 수 없습니다.",0.0,0.0,watsonx_mistral_small_24b,exp_049
전시회를 열고 싶은 신진 작가인데 지원받을 방법이 있을까요?,['정책명: 부산 신진예술인 육성 지원(신진청년예술인 인큐베이팅 및 경력 개발 지원)\n정책 설명: 부산지역 신진청년예술인 공연제작 전반 참여 지원\n지원 내용: - 부산지역 청년예술인 25여 명 선발 (공모·오디션 등)\r\n - 대규모 작품 제작·참여를 통해 신진청년예술인 발굴 및 육성\r\n - 공연 창작물 국내·외 아트마켓 연계 추진으로 활동기반 마련\n관련 키워드: 교육지원\n대상 연령: 18세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 부산광역시 청년산학국 청년정책과'],"부산 신진예술인 육성 지원 정책은 부산지역 신진청년예술인에게 공연제작 전반에 참여할 수 있는 기회를 제공합니다. 이 정책을 통해 25여 명의 청년예술인을 선발하여 대규모 작품 제작에 참여할 수 있으며, 국내외 아트마켓에 연계하여 활동 기반을 마련할 수 있습니다. 전시회를 열고 싶은 신진 작가라면 이 정책을 통해 필요한 지원을 받을 수 있습니다.",0.8,0.5861106271126869,watsonx_mistral_small_24b,exp_050
지역 축제에 참여하는 청년 기획단 모집이 있을까요?,"['정책명: 인천 대학예술로 소통 페스티벌\n정책 설명: 인천 소재 대학교‧대학생 간 연합축제 개최로 소통과 교류 활성화\n지원 내용: ○ 인천 소재 대학 동아리 공연, 축하공연 \n○ 부대행사(대학교 참여부스 및 시정 홍보부스 운영)\n관련 키워드: 맞춤형상담서비스\n대상 연령: 18세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 인천광역시 청년정책담당관']","인천 대학예술로 소통 페스티벌 정책에 따르면, 인천 소재 대학교와 대학생들이 연합하여 축제를 개최하는 행사가 있습니다. 이 행사는 대학 동아리 공연, 축하공연, 부대행사 등 다양한 프로그램을 포함하고 있습니다. 따라서 지역 축제에 참여하는 청년 기획단 모집이 있을 가능성이 있습니다.",0.6666666666666666,0.0,watsonx_mistral_small_24b,exp_051
임금체불을 당했는데 도움받을 수 있는 곳이 있을까요?,"['정책명: 부산 청년 신용회복 지원\n정책 설명: 경제적 어려움을 겪고 있는 청년들 대상으로 재무상담, 채무조정, 연체예방비용 지원 및 경제교육 등을 실시하여 경제적 자립을 지원\n지원 내용: ○ 지원내용\r\n  - 1:1 맞춤형 재무상담 지원\r\n  - 채무조정 및 연체예방 비용 지원\r\n  - 청년 맞춤형 경제교육 지원\n관련 키워드: 맞춤형상담서비스\n대상 연령: 18세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 부산광역시 청년산학국 청년정책과']","부산 청년 신용회복 지원 정책은 경제적 어려움을 겪고 있는 청년들을 대상으로 재무상담, 채무조정, 연체예방비용 지원 및 경제교육 등을 제공합니다. 임금체불로 인해 경제적 어려움을 겪고 있다면, 이 정책을 통해 맞춤형 재무상담을 받을 수 있으며, 채무조정 및 연체예방 비용을 지원받아 경제적 자립을 도울 수 있습니다.",0.4,0.47429841409471707,watsonx_mistral_small_24b,exp_052
부당해고를 당한 것 같은데 상담받을 수 있는 정책이 있을까요?,"['정책명: (복지부) 26년 정신건강 심리상담 바우처사업\n정책 설명: 우울·불안 등 정서적 어려움으로 인해 심리상담이 필요한 국민에게 전문적인 심리상담 서비스를 제공합니다.\n지원 내용: □ 서비스 내용\n(지원내용) 우울·불안 등 정서적 어려움으로 인해 심리상담이 필요한 국민에게 전문 심리상담 서비스를 총 8회(1회당 최소 50분 이상) 이용할 수 있는 바우처 제공\n(지원기간) 바우처 생성일로부터 120일간(연장 불가)\n* 당해연도 사업은 1회만 신청 가능(재신청 불가)\n\n□ 서비스 유형\n(1급 유형) (국가전문자격) 정신건강전문요원 1급, 청소년상담사 1급, 전문상담교사 1급, (민간자격) 임상심리전문가, 상담심리사 1급, 전문상담사 1급\n(2급 유형) (국가전문자격) 정신건강전문요원 2급, 청소년상담사 2급, 전문상담교사 2급, (국가기술자격) 임상심리사 1급, (민간자격) 상담심리사 2급, 전문상담사 2급\n\n□ 서비스 가격\n(서비스단가) 1회당 1급 유형은 8만원, 2급 유형은 7만원\n(본인부담금) 이용자는 정부지원금을 제외한 차액을 부담\n- 기준 중위소득 70% 이하 : 본인부담률 0%\n- 기준 중위소득 70% 초과 ~ 120% 이하 : 본인부담률 10%\n- 기준 중위소득 120% 초과 ~ 180% 이하 : 본인부담률 30%\n- 기준 중위소득 180% 초과 : 본인부담률 50%\n* 기초생활수급자, 차상위계층, 자립준비청년 및 보호연장아동, 법정한부모가족은 본인부담률, 재난피해자는 본인부담률 0%\n* 사회보장정보시스템을 통해 신청일 기준 전월 건강보험료 부과액 기준으로 산정\n\n※ 자세한 내용은 사업지침을 참고하시기 바랍니다.\n관련 키워드: 바우처\n대상 연령: 세 ~ 세\n신청 기간: 20260101 ~ 20261231\n소득 조건: 제한없음\n주관 기관: 한국고용정보원']","부당해고를 당한 경우, 우울·불안 등 정서적 어려움을 겪고 있을 수 있습니다. 이 정책은 우울·불안 등 정서적 어려움을 겪는 국민에게 전문적인 심리상담 서비스를 제공하여 도움을 줄 수 있습니다. 재난피해자로 분류될 경우 본인부담금이 0%로 적용되어 경제적 부담 없이 상담을 받을 수 있습니다.",0.6,0.7526106831905289,watsonx_mistral_small_24b,exp_053
청년 자원봉사단에 참여하고 싶은데 지원 정책이 있을까요?,"['정책명: 청년문화 활성화 운영\n정책 설명: 청년 문화예술인력 발굴·육성과 청년문화 향유 및 참여기회 확대\n지원 내용: ○ 청년예술지원\n - 청년예술활동지원\n - K-아트 청년창작자지원\n○ 청년자립지원\n - 청년문화예술인력지원\n○ 청년네트워크지원\n - 청년문화예술 네트워크\n - 청년문화홍보\n관련 키워드: 맞춤형상담서비스,교육지원\n대상 연령: 19세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 인천광역시 청년정책담당관']",인천광역시 청년정책담당관에서 운영하는 '청년문화 활성화 운영' 정책을 통해 청년문화예술 네트워크와 청년문화홍보를 지원하고 있습니다. 이 정책을 통해 청년 자원봉사단에 참여할 수 있는 기회를 얻을 수 있습니다.,0.75,0.5724857706146276,watsonx_mistral_small_24b,exp_054
지역 청년의회에 참여하고 싶은데 방법이 있을까요?,"['정책명: 2026년 남구 「청년활동 포인트제」 참여자 모집\n정책 설명: 남구 구정관련 활동(참여) 항목에 따라 포인트를 적립하고, 누적포인트가 5,000포인트 이상인 경우 환산하여 문화상품권 지급\n ❍ 지급기준 : 누적 포인트가 5,000포인트 이상 \n ❍ 지급시기 : 3월, 6월, 9월, 12월(4회)\n ❍ 지급방법 : 수령대상자 개별통보에 따른 방문수령\n  ※ 청년활동 포인트제 지급 결정 후, 1년 경과 후에도 문화상품권을 미수령할 시 \n     청년와락 공유도서 구입비로 사용\n지원 내용: ○ 구정 참여 활동에 따라 포인트 적립\n○ 누적 5,000포인트 이상 시 상품권 지급\n○ 1포인트당 1원 기준 환산\n관련 키워드: 장기미취업청년,보조금\n대상 연령: 19세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 광주시청']","지역 청년의회에 참여하면 포인트를 적립할 수 있습니다. 누적 포인트가 5,000포인트 이상이 되면 문화상품권을 받을 수 있어 경제적 혜택을 누릴 수 있습니다.",0.6666666666666666,0.7755646436727203,watsonx_mistral_small_24b,exp_055
직장 내 괴롭힘 상담을 받고 싶은데 지원 정책이 있을까요?,"['정책명: (복지부) 26년 정신건강 심리상담 바우처사업\n정책 설명: 우울·불안 등 정서적 어려움으로 인해 심리상담이 필요한 국민에게 전문적인 심리상담 서비스를 제공합니다.\n지원 내용: □ 서비스 내용\n(지원내용) 우울·불안 등 정서적 어려움으로 인해 심리상담이 필요한 국민에게 전문 심리상담 서비스를 총 8회(1회당 최소 50분 이상) 이용할 수 있는 바우처 제공\n(지원기간) 바우처 생성일로부터 120일간(연장 불가)\n* 당해연도 사업은 1회만 신청 가능(재신청 불가)\n\n□ 서비스 유형\n(1급 유형) (국가전문자격) 정신건강전문요원 1급, 청소년상담사 1급, 전문상담교사 1급, (민간자격) 임상심리전문가, 상담심리사 1급, 전문상담사 1급\n(2급 유형) (국가전문자격) 정신건강전문요원 2급, 청소년상담사 2급, 전문상담교사 2급, (국가기술자격) 임상심리사 1급, (민간자격) 상담심리사 2급, 전문상담사 2급\n\n□ 서비스 가격\n(서비스단가) 1회당 1급 유형은 8만원, 2급 유형은 7만원\n(본인부담금) 이용자는 정부지원금을 제외한 차액을 부담\n- 기준 중위소득 70% 이하 : 본인부담률 0%\n- 기준 중위소득 70% 초과 ~ 120% 이하 : 본인부담률 10%\n- 기준 중위소득 120% 초과 ~ 180% 이하 : 본인부담률 30%\n- 기준 중위소득 180% 초과 : 본인부담률 50%\n* 기초생활수급자, 차상위계층, 자립준비청년 및 보호연장아동, 법정한부모가족은 본인부담률, 재난피해자는 본인부담률 0%\n* 사회보장정보시스템을 통해 신청일 기준 전월 건강보험료 부과액 기준으로 산정\n\n※ 자세한 내용은 사업지침을 참고하시기 바랍니다.\n관련 키워드: 바우처\n대상 연령: 세 ~ 세\n신청 기간: 20260101 ~ 20261231\n소득 조건: 제한없음\n주관 기관: 한국고용정보원']","직장 내 괴롭힘으로 인해 우울하거나 불안한 감정을 느끼고 있다면, 이 정책을 통해 전문적인 심리상담 서비스를 받을 수 있습니다. 이 정책은 우울·불안 등 정서적 어려움으로 인해 심리상담을 필요로 하는 국민에게 총 8회(1회당 최소 50분 이상)의 심리상담 바우처를 제공합니다. 바우처는 생성일로부터 120일간 유효하며, 본인부담금은 소득 수준에 따라 다르게 부담됩니다.",0.8,0.7418180384391841,watsonx_mistral_small_24b,exp_056
