case_id,chat,candidates,llm_response,reference,exact_match,actual_positive,predicted_positive
sel_075,예술 활동을 하는 청년인데 창작지원금이 있을까요?,"['올해의 K-스타트업(舊. 도전! K-스타트업)', '지식재산 기반 창업촉진(IP 디딤돌 프로그램)']",0,0,1.0,False,False
sel_076,전시회를 열고 싶은 신진 작가인데 지원받을 방법이 있을까요?,"['부산 신진예술인 육성 지원(신진청년예술인 인큐베이팅 및 경력 개발 지원)', '부산 청년문화육성 지원', '올해의 K-스타트업(舊. 도전! K-스타트업)']",1,1,1.0,True,True
sel_077,독서 모임 운영비를 지원받고 싶어요.,"['대학생 연합생활관(은행권,고양)', '(광양시)귀농귀촌 보금자리 조성 지원', 'K-패스(K패스)', '심리상담 바우처 사업(구 전국민 마음투자 지원사업)']",0,0,1.0,False,False
sel_078,지역 축제에 참여하는 청년 기획단 모집이 있을까요?,"['청년의 날 및 청년주간 운영', '청년문화 활성화 운영', '인천 대학예술로 소통 페스티벌', '청년콘텐츠 우수인재양성', '(동구) 청년공간 유유기지 동구청년21 운영', '청년도전지원사업', '(동구) 청년정책네트워크 운영', '(동구) 청년도전지원사업', '청년문화창작소 운영', '(동구) 2026년 동구 청년 컬처페이 지원사업 (추가모집 접수마감)']",3,0,0.0,False,True
sel_079,청년 문화예술 동아리 활동비 지원이 있을까요?,"['진주시 문화제작소 운영', '대학생 연합생활관(은행권,고양)']",0,0,1.0,False,False
sel_080,청년정책 제안을 하고 싶은데 참여할 수 있는 위원회가 있을까요?,['(광양시) 청년 일자리 만들기 확대'],0,0,1.0,False,False
sel_081,법률 상담이 필요한데 무료로 받을 수 있는 곳이 있을까요?,"['스타트업 원스톱 지원센터', '한국형 온라인 공개강좌(K-MOOC)']",0,0,1.0,False,False
sel_082,임금체불을 당했는데 도움받을 수 있는 곳이 있을까요?,"['부산 청년 신용회복 지원', '전세보증금반환보증 보증료 지원']",1,0,0.0,False,True
sel_083,부당해고를 당한 것 같은데 상담받을 수 있는 정책이 있을까요?,"['[조선대] 현직자 리얼토크 멘토링 : 하이트진로음료', '스타트업 원스톱 지원센터', '참 괜찮은 강소기업 선정 및 취업연계', '(복지부) 26년 정신건강 심리상담 바우처사업', '(광양시) 청년 일자리 만들기 확대', '벤처기업 공동채용 지원사']",4,0,0.0,False,True
sel_084,청년 자원봉사단에 참여하고 싶은데 지원 정책이 있을까요?,"['청년도전지원사업', '에코 크리에이터즈 운영', '청년 인재육성 사업', '청년문화 활성화 운영', '청년의 날 및 청년주간 운영', '청년중독관리사업', '(중구) 청년네트워크(청년불패) 운영', '국제기구 직업체험 프로그램', '(중구) 청년정책조정위원회 운영', '인천 스타트업파크 청년을 위한 창업 지원']",4,2,0.0,True,True
sel_085,지역 청년의회에 참여하고 싶은데 방법이 있을까요?,"['2026년 남구 「청년활동 포인트제」 참여자 모집', '청년온가 2026년 정기 입주자 모집 재공고', '[광주광역시]2026년 청년도전지원사업']",1,1,1.0,True,True
sel_086,직장 내 괴롭힘 상담을 받고 싶은데 지원 정책이 있을까요?,"['(복지부) 26년 정신건강 심리상담 바우처사업', '심리상담 바우처 사업(구 전국민 마음투자 지원사업)', '[조선대] 현직자 리얼토크 멘토링 : 하이트진로음료', '참 괜찮은 강소기업 선정 및 취업연계', '스타트업 원스톱 지원센터', '벤처기업 공동채용 지원사', '(광양시) 청년 일자리 만들기 확대', '지식재산 기반 창업촉진(IP 디딤돌 프로그램)']",1,1,1.0,True,True
sel_087,1인가구 안전 관련 지원 정책이 있을까요?,"['심리상담 바우처 사업(구 전국민 마음투자 지원사업)', '전세보증금반환보증 보증료 지원', '(복지부) 26년 정신건강 심리상담 바우처사업', '대학생 연합생활관(은행권,고양)', '(광양시)귀농귀촌 보금자리 조성 지원']",0,0,1.0,False,False
sel_088,다른 지역으로 귀촌하려는데 정착 지원금이 있을까요?,"['(광양시)귀농귀촌 보금자리 조성 지원', '전세보증금반환보증 보증료 지원', '대학생 연합생활관(은행권,고양)']",1,1,1.0,True,True
sel_089,군인인데 전역 후 받을 수 있는 지원 정책이 있을까요?,"['(광양시)귀농귀촌 보금자리 조성 지원', '(복지부) 26년 정신건강 심리상담 바우처사업']",0,0,1.0,False,False
sel_090,다문화가정인데 정착 지원 정책이 있을까요?,"['(광양시)귀농귀촌 보금자리 조성 지원', '(복지부) 26년 정신건강 심리상담 바우처사업', '참 괜찮은 강소기업 선정 및 취업연계']",0,0,1.0,False,False
sel_091,새터민(북한이탈주민)인데 정착 지원이 있을까요?,"['(광양시)귀농귀촌 보금자리 조성 지원', '지식재산 기반 창업촉진(IP 디딤돌 프로그램)']",0,0,1.0,False,False
sel_092,외국인 유학생인데 받을 수 있는 지원이 있을까요?,"['대학생 연합생활관(은행권,고양)', '벤처기업 공동채용 지원사', 'K-패스(K패스)', '(광양시)귀농귀촌 보금자리 조성 지원', '전세보증금반환보증 보증료 지원', '(복지부) 26년 정신건강 심리상담 바우처사업']",0,0,1.0,False,False
sel_093,70대 어르신인데 노인 일자리 지원이 있을까요?,"['노숙인 진료비 지원', '국민취업지원제도', '저소득 지역가입자 보험료 지원', '생활안정자금(융자)(이차보전)', '출소(예정)자 취업지원사업(허그일자리지원)', '긴급돌봄 지원사업', '의사상자지원', '국가보훈대상자 취업능력개발지원', '어업인 안전보험', '일자리창출사업']",0,0,1.0,False,False
sel_094,초등학생 자녀를 둔 학부모인데 사교육비 지원이 있을까요?,"['심리상담 바우처 사업(구 전국민 마음투자 지원사업)', 'K-패스(K패스)', '(복지부) 26년 정신건강 심리상담 바우처사업']",2,0,0.0,False,True
sel_095,반려동물 의료비를 지원받을 수 있나요?,['가족돌봄청년 지원'],0,0,1.0,False,False
sel_096,자동차 구입 지원금이 있을까요?,"['2026년 광산구 구직청년 자격증 취득비용 지원사업', '2026 직업교육훈련 교육생 모집(전액 국비지원)', '[광주광역시]2026년 청년도전지원사업', '[고용노동부]2026년 청년일자리도약장려금', '전세보증금반환보증 보증료 지원', '전세보증금반환보증 보증료 지원', '학자금대출 신용유의자 신용회복 지원사업', '고용이음 안착 지원금(비자발적 퇴사) 지원(2026년 광주 고용이음 위기 극복 프로젝트)', '2026년도 청년창업특례보증 지원', '임산부 직장생활 패키지 용품 지원 사업']",0,0,1.0,False,False
sel_097,결혼식 비용을 지원받을 수 있는 정책이 있을까요?,"['(광양시)귀농귀촌 보금자리 조성 지원', '(복지부) 26년 정신건강 심리상담 바우처사업', 'K-패스(K패스)']",0,0,1.0,False,False
